
@RELATION dataset
 
@ATTRIBUTE m1 REAL
@ATTRIBUTE m2 REAL
@ATTRIBUTE m3 REAL
@ATTRIBUTE m4 REAL
@ATTRIBUTE m5 REAL
@ATTRIBUTE m6 REAL
@ATTRIBUTE m7 REAL
@ATTRIBUTE m8 REAL
@ATTRIBUTE m9 REAL
@ATTRIBUTE m10 REAL
@ATTRIBUTE m11 REAL
@ATTRIBUTE m12 REAL
@ATTRIBUTE m13 REAL
@ATTRIBUTE m14 REAL
@ATTRIBUTE m15 REAL
@ATTRIBUTE m16 REAL
@ATTRIBUTE m17 REAL
@ATTRIBUTE m18 REAL
@ATTRIBUTE m19 REAL
@ATTRIBUTE m20 REAL
@ATTRIBUTE m21 REAL
@ATTRIBUTE m22 REAL
@ATTRIBUTE m23 REAL
@ATTRIBUTE m24 REAL
@ATTRIBUTE m25 REAL
@ATTRIBUTE m26 REAL
@ATTRIBUTE m27 REAL
@ATTRIBUTE m28 REAL
@ATTRIBUTE m29 REAL
@ATTRIBUTE m30 REAL
@ATTRIBUTE m31 REAL
@ATTRIBUTE m32 REAL
@ATTRIBUTE m33 REAL
@ATTRIBUTE m34 REAL
@ATTRIBUTE m35 REAL
@ATTRIBUTE m36 REAL
@ATTRIBUTE m37 REAL
@ATTRIBUTE m38 REAL
@ATTRIBUTE m39 REAL
@ATTRIBUTE m40 REAL
@ATTRIBUTE m41 REAL
@ATTRIBUTE m42 REAL
@ATTRIBUTE m43 REAL
@ATTRIBUTE m44 REAL
@ATTRIBUTE m45 REAL
@ATTRIBUTE m46 REAL
@ATTRIBUTE m47 REAL
@ATTRIBUTE m48 REAL
@ATTRIBUTE m49 REAL
@ATTRIBUTE m50 REAL
@ATTRIBUTE m51 REAL
@ATTRIBUTE m52 REAL
@ATTRIBUTE m53 REAL
@ATTRIBUTE m54 REAL
@ATTRIBUTE m55 REAL
@ATTRIBUTE m56 REAL
@ATTRIBUTE m57 REAL
@ATTRIBUTE m58 REAL
@ATTRIBUTE m59 REAL
@ATTRIBUTE m60 REAL
@ATTRIBUTE m61 REAL
@ATTRIBUTE m62 REAL
@ATTRIBUTE m63 REAL
@ATTRIBUTE m64 REAL
@ATTRIBUTE m65 REAL
@ATTRIBUTE m66 REAL
@ATTRIBUTE m67 REAL
@ATTRIBUTE m68 REAL
@ATTRIBUTE m69 REAL
@ATTRIBUTE m70 REAL
@ATTRIBUTE m71 REAL
@ATTRIBUTE m72 REAL
@ATTRIBUTE m73 REAL
@ATTRIBUTE m74 REAL
@ATTRIBUTE m75 REAL
@ATTRIBUTE m76 REAL
@ATTRIBUTE m77 REAL
@ATTRIBUTE m78 REAL
@ATTRIBUTE m79 REAL
@ATTRIBUTE m80 REAL
@ATTRIBUTE m81 REAL
@ATTRIBUTE m82 REAL
@ATTRIBUTE m83 REAL
@ATTRIBUTE m84 REAL
@ATTRIBUTE m85 REAL
@ATTRIBUTE m86 REAL
@ATTRIBUTE m87 REAL
@ATTRIBUTE m88 REAL
@ATTRIBUTE m89 REAL
@ATTRIBUTE m90 REAL
@ATTRIBUTE m91 REAL
@ATTRIBUTE m92 REAL
@ATTRIBUTE m93 REAL
@ATTRIBUTE m94 REAL
@ATTRIBUTE m95 REAL
@ATTRIBUTE m96 REAL
@ATTRIBUTE m97 REAL
@ATTRIBUTE m98 REAL
@ATTRIBUTE m99 REAL
@ATTRIBUTE m100 REAL
@ATTRIBUTE class {Elk,Deer,Cattle}
 
@DATA
0.05898,0.06508,0.04418,0.04739,0.02971,0.06633,0.0072,0.028,0.0235,0.06938,0.03065,0.06127,0.05442,0.02414,0.02936,0.04739,0.02762,0.00474,0.02803,0.03731,0.01908,0.0104,0.06445,0.01642,0.07348,0.06652,0.0273,0.02311,0.0685,0.02567,0.01263,0.05507,0.02184,0.05975,0.01346,0.08252,0.0224,0.01745,0.0367,0.014,0.01319,0.0258,0.06975,0.04339,0.05107,0.02966,0.00794,0.02721,0.02728,0.01955,0.02423,0.0217,0.05411,0.01944,0.02333,0.02451,0.05443,0.04844,0.02575,0.04213,0.061,0.02841,0.03432,0.0688,0.07021,0.03358,0.07532,0.01934,0.02265,0.04117,0.02526,0.05002,0.02961,0.02523,0.04557,0.0238,0.06962,0.03588,0.01123,0.05003,0.02954,0.02048,0.02651,0.05743,0.06696,0.05249,0.02161,0.04905,0.01821,0.04226,0.06374,0.02415,0.03026,0.02916,0.02328,0.0365,0.043,0.03779,0.04056,0.05557,Deer
0.00847,0.01309,0.02183,0.02193,0.05683,0.01177,0.04497,0.01793,0.05036,0.0206,0.05926,0.01696,0.00714,0.00642,0.04003,0.02193,0.03577,0.04224,0.03884,0.06305,0.03001,0.0179,0.01089,0.03471,0,0.01092,0.00371,0.03165,0.02195,0.05372,0.01264,0.01713,0.03066,0.01902,0.03543,0.00898,0.03988,0.04643,0.02491,0.03137,0.03495,0.02985,0.02088,0.01689,0.0157,0.04923,0.03361,0.0269,0.04508,0.03987,0.03947,0.04314,0.00306,0.03683,0.03417,0.04573,0.00529,0.00288,0.02998,0.00436,0.0094,0.02928,0.02155,0.0121,0.01,0.06481,0.01388,0.03801,0.04285,0.01495,0.03543,0.02037,0.05944,0.05045,0.01015,0.0323,0.01491,0.06295,0.04321,0.01367,0.0291,0.02799,0.04358,0.004,0.00805,0.01141,0.04178,0.0055,0.02535,0.02397,0.00144,0.03512,0.06236,0.05568,0.04359,0.02421,0.01065,0.01372,0.0122,0.00526,Elk
0.06493,0.07355,0.03357,0.03599,0.00802,0.067,0.00979,0.02628,0.0066,0.08086,0.00807,0.0711,0.05365,0.02359,0.01464,0.03599,0.01042,0.01568,0.01322,0.01586,0.02883,0.00458,0.07188,0.00393,0.07509,0.06352,0.02644,0.01241,0.08034,0.0093,0.00759,0.06444,0.01143,0.06959,0.00316,0.08642,0.00777,0,0.02543,0.00503,0.01218,0.01499,0.08134,0.05196,0.05538,0.01303,0.00478,0.01754,0.01087,0.0096,0.00931,0.00809,0.05842,0.00823,0.01243,0.00944,0.05461,0.04764,0.01495,0.03629,0.06403,0.01801,0.04125,0.0666,0.06681,0.01349,0.07265,0.00741,0.00779,0.04617,0.01201,0.06048,0.0089,0.0052,0.05071,0.0126,0.0799,0.01518,0.00761,0.05411,0.04042,0.00958,0.01046,0.05656,0.06642,0.04998,0.00631,0.04438,0.00931,0.03194,0.06806,0.01115,0.01009,0.00751,0.00703,0.02688,0.03421,0.03947,0.03049,0.05458,Deer
0.00577,0.0054,0.05028,0.05066,0.08043,0.0124,0.05944,0.03352,0.07226,0.00478,0.08173,0.00857,0.01494,0.002,0.06497,0.05066,0.05786,0.05345,0.0635,0.0875,0.03546,0.03187,0.00658,0.05484,0.01565,0.02406,0.00109,0.05424,0.00529,0.07665,0.0261,0.01078,0.05259,0.01147,0.05458,0.00938,0.06274,0.06737,0.05155,0.04986,0.04894,0.05322,0.00508,0.01339,0.00573,0.07387,0.04514,0.04995,0.06883,0.06033,0.06302,0.06533,0.00271,0.05806,0.05685,0.06846,0.01281,0.00137,0.05324,0.0184,0.00323,0.05328,0.02121,0.02015,0.02368,0.08785,0.026,0.05944,0.06539,0.01445,0.05895,0.01396,0.08252,0.0712,0.00904,0.0551,0.00288,0.08702,0.05796,0.0059,0.02613,0.04922,0.06775,0.01558,0.01545,0.02168,0.06444,0.02716,0.0445,0.04838,0.00179,0.05853,0.08491,0.07927,0.06679,0.04831,0.03676,0.02085,0.03929,0.01589,Elk
0.01781,0.00362,0.0718,0.07251,0.09778,0.03121,0.07146,0.0505,0.08996,0.00732,0.09911,0.00351,0.03687,0.00792,0.08375,0.07251,0.07431,0.06364,0.08247,0.10564,0.04537,0.04177,0.00472,0.07163,0.02595,0.04193,0.00627,0.07208,0.00758,0.09371,0.03607,0.00931,0.07063,0.0063,0.07093,0.02119,0.08042,0.08377,0.0722,0.06544,0.06192,0.07178,0.00773,0.02184,0.00153,0.09204,0.0572,0.06937,0.08695,0.07702,0.08119,0.08346,0.0231,0.07503,0.07546,0.08687,0.03441,0.00612,0.07184,0.03867,0.00509,0.07291,0.03307,0.03853,0.04366,0.10467,0.04258,0.07654,0.08291,0.02967,0.07741,0.01301,0.09935,0.08703,0.02599,0.07323,0.00339,0.10522,0.07049,0.01192,0.03371,0.06621,0.08598,0.03671,0.03446,0.04172,0.08194,0.04898,0.06109,0.06927,0.01956,0.07682,0.10141,0.0967,0.08451,0.06845,0.0571,0.03868,0.05817,0.03768,Deer
0.01708,0.03181,0.02948,0.02965,0.05941,0.01473,0.04256,0.01489,0.05312,0.04093,0.0628,0.0296,0.00396,0.01111,0.04365,0.02965,0.04074,0.03885,0.04251,0.06667,0.0252,0.0204,0.02823,0.0374,0.01758,0.00742,0.00983,0.0333,0.04138,0.0558,0.0147,0.02493,0.03395,0.02947,0.037,0.03131,0.04181,0.04712,0.02996,0.03346,0.03215,0.03198,0.04144,0.02177,0.02784,0.05266,0.03276,0.02984,0.04768,0.0401,0.04188,0.04562,0.00934,0.03762,0.0366,0.04909,0,0.01714,0.03204,0.00364,0.02552,0.03282,0.01669,0.00875,0.00775,0.06704,0.01274,0.03885,0.0445,0.01598,0.03778,0.02673,0.06169,0.05412,0.0123,0.0341,0.03665,0.06664,0.04083,0.02024,0.02634,0.03163,0.04654,0,0.00664,0.00899,0.04355,0.00858,0.02764,0.02908,0.01516,0.03738,0.06422,0.05824,0.04576,0.028,0.01907,0.0109,0.02299,0,Deer
0.02072,0.00739,0.07254,0.07327,0.09714,0.03682,0.07031,0.05018,0.08954,0.00587,0.09876,0.00562,0.03899,0.00782,0.08346,0.07327,0.07465,0.0623,0.08219,0.1051,0.04413,0.04177,0.00971,0.07127,0.03567,0.04778,0.00674,0.07168,0.00544,0.09303,0.0361,0.00966,0.07044,0.00819,0.07053,0.03276,0.07994,0.08305,0.0724,0.06513,0.0609,0.07148,0.00626,0.02136,0,0.09173,0.05659,0.06916,0.08645,0.07638,0.08073,0.08308,0.02505,0.07441,0.07506,0.08652,0.03664,0.01196,0.07152,0.0396,0.01011,0.07272,0.03229,0.04552,0.04912,0.10397,0.05024,0.07594,0.08234,0.02986,0.07701,0.01215,0.09863,0.08669,0.0263,0.07277,0.00819,0.10474,0.06938,0.01208,0.03256,0.06592,0.0855,0.03967,0.04059,0.04518,0.08136,0.05012,0.06077,0.06966,0.02495,0.0764,0.10065,0.09607,0.08394,0.06857,0.05798,0.03905,0.05919,0.04012,Deer
0.05584,0.06219,0.03557,0.03853,0.01964,0.06037,0,0.01937,0.01575,0.06974,0.02354,0.06051,0.04736,0.01915,0.0189,0.03853,0.02027,0.00674,0.01812,0.02832,0.01801,0.00735,0.06122,0.00865,0.06836,0.0585,0.02205,0.01435,0.06898,0.01549,0.00733,0.05419,0.01403,0.05937,0.00605,0.07892,0.01176,0.00743,0.02781,0.00712,0.00356,0.01703,0.07019,0.04181,0.04748,0.01884,0.00266,0.01963,0.01601,0.01093,0.01339,0.01294,0.0503,0.00993,0.01533,0.01632,0.04797,0.04281,0.01693,0.0329,0.05618,0.02078,0.03144,0.06134,0.06198,0.02493,0.06736,0.00951,0.01181,0.03768,0.01508,0.04944,0.02013,0.01875,0.04217,0.01458,0.06905,0.02843,0,0.04559,0.02951,0.01264,0.01537,0.05034,0.06018,0.04451,0.01091,0.03965,0.01003,0.03398,0.05979,0.01396,0.02151,0.01886,0.01215,0.02793,0.03474,0.03232,0.03212,0.04842,Deer
0.01638,0.01473,0.06045,0.0617,0.08397,0.03251,0.05742,0.03695,0.07535,0.01916,0.08456,0.01013,0.03032,0.00142,0.07043,0.0617,0.06262,0.04975,0.06898,0.09168,0.03136,0.03329,0.01476,0.05807,0.03387,0.04128,0.00106,0.05858,0.01858,0.07986,0.02773,0.00509,0.05672,0.00965,0.0567,0.03695,0.06676,0.06994,0.05985,0.05221,0.04786,0.05839,0.01966,0.00901,0.00761,0.07859,0.04333,0.05568,0.07342,0.06327,0.06761,0.06917,0.01781,0.06133,0.06161,0.07246,0.02825,0.01339,0.05846,0.02912,0.0135,0.0595,0.01951,0.04007,0.04384,0.09074,0.04619,0.06281,0.0692,0.0185,0.06397,0.003,0.0855,0.07364,0.01523,0.05978,0.01844,0.09112,0.05647,0.00498,0.02001,0.05325,0.07242,0.03177,0.03569,0.03555,0.06826,0.03964,0.04794,0.05768,0.02212,0.06331,0.08748,0.08289,0.0708,0.05621,0.04674,0.0266,0.04934,0.03158,Deer
0.00998,0.01101,0.05566,0.05661,0.07978,0.02563,0.05424,0.03264,0.07233,0.016,0.08169,0.00633,0.02518,0.00021,0.0659,0.05661,0.06006,0.04691,0.06476,0.08772,0.02838,0.03283,0.01018,0.05529,0.02626,0.03483,0.00015,0.05419,0.01568,0.07571,0.02715,0.00255,0.05351,0.00785,0.05379,0.02959,0.06246,0.06586,0.05502,0.04978,0.04436,0.05388,0.01654,0.00589,0.00588,0.07428,0.04171,0.0519,0.06899,0.05907,0.0632,0.06574,0.01163,0.05705,0.05769,0.06926,0.0228,0.00957,0.05391,0.02575,0.00885,0.05544,0.01549,0.03323,0.03706,0.08673,0.03907,0.05853,0.06492,0.01433,0.05945,0,0.08139,0.07134,0.01002,0.05526,0.01481,0.08742,0.05315,0,0.01776,0.05048,0.068,0.02603,0.02841,0.03152,0.06394,0.0344,0.04533,0.0529,0.01412,0.05885,0.08346,0.07869,0.06647,0.05145,0.0435,0.02253,0.04603,0.02635,Deer
0,0.00798,0.04396,0.04451,0.07311,0.01756,0.05122,0.02709,0.06034,0.01822,0.06903,0.00739,0.01542,0.00021,0.05757,0.04451,0.0408,0.04404,0.05553,0.07937,0.02553,0.01786,0.00781,0.03878,0.0138,0.02389,0.00062,0.04719,0.01848,0.06939,0.01215,0.00373,0.0396,0.00813,0.04171,0.01748,0.0554,0.06019,0.04476,0.03186,0.04122,0.04618,0.01865,0.0051,0.00713,0.0666,0.03089,0.04043,0.0616,0.05339,0.05578,0.05538,0.0057,0.05112,0.04813,0.05644,0.01302,0.00192,0.0462,0.01152,0.00646,0.04434,0.0125,0.02092,0.02814,0.08043,0.02712,0.05241,0.05817,0.01092,0.05178,0.00603,0.0753,0.05334,0.00812,0.048,0.013,0.078,0.05007,0.00367,0.0158,0.03202,0.06051,0.01557,0.01783,0.01808,0.05724,0.02336,0.0278,0.04129,0.00926,0.0513,0.07771,0.07197,0.05953,0.04118,0.02628,0.01692,0.02989,0.01424,Elk
0.00495,0.01959,0.00948,0.00889,0.03557,0.01265,0.03456,0.01454,0.02963,0.0296,0.03867,0.01894,0.0045,0.00674,0.01957,0.00889,0.01759,0.03727,0.01744,0.04095,0.02626,0.00365,0.01569,0.01599,0.01843,0.01104,0.00524,0.01432,0.03036,0.03282,0.00121,0.01654,0.01169,0.01946,0.01845,0.02618,0.02049,0.02736,0.00488,0.01353,0.02877,0.01116,0.03019,0.01598,0.01503,0.0279,0.02724,0.00775,0.02356,0.02204,0.01874,0.02213,0.00365,0.01921,0.01409,0.02476,0.00464,0.00318,0.01125,0.00424,0.01135,0.00943,0.01837,0.01225,0.011,0.04362,0.01489,0.01946,0.02264,0.01144,0.01502,0.02017,0.03836,0.03069,0.00833,0.01381,0.02506,0.04083,0.03302,0.01331,0.02574,0.00884,0.02268,0.00442,0.00851,0,0.02166,0.00535,0.00884,0.01357,0.00829,0.01524,0.04121,0.03429,0.02294,0.01077,0,0.01154,0.00677,0.00504,Elk
0.01798,0.0339,0.00633,0.00658,0.03552,0.01238,0.03346,0.01005,0.02656,0.04344,0.03503,0.03208,0,0.00945,0.01985,0.00658,0.01398,0.03236,0.01695,0.04024,0.02235,0.00259,0.02984,0.01145,0.01907,0.01025,0.00855,0.01761,0.04391,0.03353,0.00168,0.02864,0.00869,0.03279,0.01563,0.03047,0.02184,0.02958,0.00712,0.0109,0.02432,0.01458,0.04392,0.0217,0.02804,0.02718,0.0231,0.00945,0.02475,0.02511,0.02002,0.02032,0.0123,0.02171,0.01488,0.02133,0.00369,0.01677,0.01457,0.00376,0.0267,0.0099,0.01507,0.01196,0.01101,0.04337,0.01617,0.02192,0.02463,0.01695,0.01725,0.02985,0.03867,0.02669,0.01467,0.01679,0.03863,0.03945,0.03181,0.02335,0.02542,0.00531,0.02322,0.00384,0.00745,0.00826,0.02332,0.00584,0.00715,0.01396,0.01558,0.01727,0.04178,0.03438,0.02391,0.01524,0.00477,0.01083,0.00357,0.00437,Elk
0.04807,0.06142,0.0099,0.00377,0.04596,0.03944,0.04789,0.0283,0.04063,0.07231,0.04856,0.06079,0.02724,0.02239,0.03033,0.00377,0.0223,0.04986,0.02833,0.05011,0.04334,0.0117,0.05804,0.02902,0.04698,0.02809,0.02221,0.02739,0.07258,0.04402,0.00987,0.05537,0.02495,0.05995,0.03252,0.0608,0.03272,0.03986,0.01398,0.02744,0.04129,0.02437,0.07278,0.04662,0.05011,0.03784,0.03724,0.02092,0.03488,0.03475,0.03074,0.03406,0.04056,0.03221,0.0267,0.03553,0.02989,0.03491,0.0244,0.01367,0.05237,0.02139,0.03936,0.03132,0.02802,0.054,0.03237,0.03256,0.03485,0.03886,0.0274,0.0552,0.04901,0.04025,0.03877,0.0268,0.06834,0.05011,0.04621,0.04614,0.04762,0.02151,0.03359,0.02822,0.03445,0.0228,0.03393,0.01579,0.02227,0.01445,0.04621,0.02788,0.05204,0.04482,0.03481,0.01558,0.004,0.03101,0.00328,0.02699,Deer
0.01119,0.0264,0.01601,0.01785,0.02711,0.01786,0.00294,0.01292,0.02327,0.03521,0.03045,0.02363,0.00932,0.00556,0.02684,0.01785,0.0265,0.00893,0.02606,0.03585,0.00741,0.01148,0.0239,0.01587,0.02343,0.01932,0.00522,0.01889,0.03539,0.02321,0.00624,0.01854,0.01888,0.02302,0.01245,0.03357,0.01966,0.01495,0.01453,0.01339,0.01028,0.017,0.0357,0.0145,0.02143,0.02752,0.00479,0.01401,0.02436,0.01731,0.0217,0.02092,0.00603,0.01704,0.02101,0.02413,0.00788,0.01374,0.01715,0.00478,0.02149,0.01705,0.01239,0.02093,0.02349,0.03117,0.02612,0.01694,0.01988,0.01119,0.02244,0.01908,0.02701,0.02454,0.00538,0.01916,0.03117,0.03589,0.00526,0.01305,0.01513,0.01745,0.02388,0.01074,0.01612,0.01341,0.01899,0.01134,0.01478,0.01889,0.01257,0.02177,0.02777,0.02655,0.02055,0.01607,0.01176,0.01086,0.01465,0.01107,Elk
0.06583,0.0766,0.02558,0.02787,0.00699,0.06538,0.01344,0.02665,0.00527,0.08346,0.00968,0.07318,0.05158,0.03064,0.00748,0.02787,0.00166,0.02031,0.00759,0.01079,0.03221,0.00197,0.07474,0.00137,0.07424,0.05957,0.03294,0.0066,0.08296,0.0089,0.00488,0.06655,0.00452,0.07187,0.00196,0.08695,0.00492,0.00516,0.0174,0.00343,0.01539,0.00791,0.0839,0.054,0.06367,0.00565,0.0137,0.01004,0.0053,0.00622,0.0028,0.00347,0.05916,0.00347,0.00452,0.00523,0.05303,0.05431,0.00785,0.03648,0.07065,0.01084,0.04298,0.06312,0.06255,0.01529,0.06807,0.00291,0.00562,0.04773,0.00406,0.06293,0.00986,0.00606,0.05191,0.00543,0.082,0.01081,0.01281,0.06027,0.0436,0.00379,0.00586,0.05398,0.06344,0.04626,0.00238,0.03956,0.00466,0.0245,0.06829,0.003,0.01284,0.0062,0.00265,0.02047,0.0276,0.04088,0.02294,0.05198,Deer
0.00778,0.01065,0.01363,0.01667,0.03914,0.01298,0.03106,0.0098,0.03384,0.01813,0.04161,0.00939,0.01494,0.00095,0.02465,0.01667,0.01338,0.02918,0.02216,0.04509,0.01986,0.00366,0.00815,0.01869,0.0139,0.023,0.00183,0.01581,0.01964,0.0359,0.00295,0.00886,0.01475,0.0112,0.02037,0.00859,0.02377,0.02903,0.01043,0.01635,0.02203,0.01348,0.01849,0.00688,0.00678,0.03239,0.02282,0.01078,0.02657,0.02211,0.02215,0.0262,0.00349,0.02106,0.01743,0.02927,0.01294,0.00374,0.01355,0.00447,0.00578,0.01372,0.00908,0.02083,0.02516,0.0471,0.02526,0.02102,0.02487,0,0.01788,0.01326,0.04159,0.03043,0.00654,0.01631,0.01305,0.04537,0.03017,0.00721,0.01377,0.01153,0.02653,0.01547,0.01614,0.01246,0.02427,0.01342,0.01025,0.0165,0.0029,0.0186,0.04403,0.03777,0.02613,0.01426,0.01239,0.01366,0.01354,0.01539,Elk
0.02461,0.03581,0.0449,0.04558,0.0816,0.01761,0.06711,0.03974,0.07105,0.04604,0.07974,0.03624,0.01477,0.00706,0.06466,0.04558,0.05478,0.06281,0.06312,0.08746,0.04688,0.02921,0.0312,0.05397,0.01452,0.00906,0.00617,0.05597,0.04695,0.0784,0.02375,0.03234,0.05087,0.03555,0.05426,0.02549,0.06424,0.0707,0.04982,0.04913,0.05669,0.05471,0.04652,0.03195,0.02554,0.07364,0.04727,0.04992,0.07005,0.06413,0.06437,0.06592,0.01875,0.06113,0.05789,0.06686,0.01223,0.01438,0.05477,0.01453,0.02509,0.05244,0.03365,0.00852,0.01222,0.08926,0.01204,0.06247,0.06751,0.02804,0.06038,0.03548,0.08427,0.0696,0.02335,0.05697,0.04151,0.08675,0.06542,0.0222,0.04218,0.04724,0.06848,0.01125,0.00625,0.01882,0.06648,0.02502,0.04283,0.0481,0.01946,0.0599,0.08718,0.08052,0.06836,0.04929,0.02959,0.02758,0.03279,0.01312,Deer
0.01171,0,0.05744,0.05637,0.09092,0.01385,0.07137,0.04617,0.07944,0.0103,0.08779,0.00557,0.02124,0.00903,0.07512,0.05637,0.05544,0.06576,0.07287,0.09707,0.04715,0.02963,0.00311,0.05655,0.01313,0.02436,0.00656,0.0652,0.01081,0.08738,0.02394,0.01064,0.05674,0.00851,0.06061,0.01246,0.07388,0.07853,0.06016,0.05074,0.06111,0.06363,0.01068,0.02263,0.00413,0.08434,0.05144,0.05826,0.07884,0.07076,0.07336,0.07433,0.01706,0.06858,0.06608,0.07509,0.01915,0.00158,0.06371,0.01684,0.00267,0.06218,0.03295,0.01999,0.0223,0.09894,0.02341,0.0701,0.07607,0.02865,0.06913,0.01623,0.09291,0.07135,0.02425,0.06552,0.00633,0.09605,0.07034,0.0114,0.03606,0.0488,0.07795,0.01903,0.01505,0.02666,0.07498,0.03336,0.0451,0.05502,0.01131,0.06904,0.09545,0.08971,0.07737,0.05628,0.03265,0.03366,0.03507,0.02023,Elk
0.01252,0.0042,0.06478,0.06539,0.09159,0.0272,0.06446,0.04459,0.08416,0.01107,0.09335,0,0.02967,0.00435,0.07781,0.06539,0.06977,0.05647,0.07652,0.09966,0.03834,0.0381,0.00372,0.06641,0.02489,0.03741,0.00303,0.06615,0.0114,0.08745,0.03234,0.00513,0.06531,0,0.06514,0.02388,0.07439,0.07746,0.06552,0.06028,0.05512,0.06584,0.01155,0.01629,0.0016,0.08606,0.05107,0.06337,0.08106,0.07085,0.07532,0.07769,0.01598,0.06892,0.06972,0.08125,0.02726,0,0.0659,0.03239,0.00296,0.06677,0.02693,0.03482,0.03878,0.09834,0.03962,0.07043,0.07685,0.02384,0.07158,0.00654,0.09304,0.08177,0.01938,0.06743,0.00837,0.09937,0.06357,0.00695,0.02668,0.06124,0.08008,0.02997,0.0298,0.03599,0.07589,0.04184,0.05594,0.06277,0.01425,0.07096,0.09501,0.09053,0.07848,0.06219,0.05079,0.03249,0.05224,0.03064,Deer
0.02698,0.03887,0.02199,0.02241,0.05067,0.02633,0.03314,0.00753,0.04477,0.04597,0.05405,0.0349,0.01337,0.00978,0.03564,0.02241,0.03273,0.03017,0.03439,0.0581,0.01624,0.01333,0.03667,0.02771,0.03526,0.01905,0.01083,0.02457,0.04575,0.0469,0.00762,0.02846,0.02451,0.03411,0.0275,0.04864,0.03313,0.03794,0.02354,0.02286,0.02292,0.02363,0.04649,0.01752,0.03051,0.0445,0.02322,0.0223,0.03921,0.03089,0.03334,0.0373,0.02036,0.02846,0.02818,0.04088,0.01575,0.02446,0.02369,0.00475,0.03394,0.02532,0.00776,0.02229,0.02168,0.05823,0.02679,0.02974,0.03568,0.01118,0.02939,0.02608,0.05276,0.04409,0.0128,0.0255,0.04364,0.05826,0.03137,0.02386,0.01794,0.02224,0.0381,0.01443,0.02253,0.0122,0.03472,0,0.0176,0.02186,0.03008,0.02888,0.05519,0.0495,0.03704,0.02052,0.01254,0.01006,0.01732,0.01318,Deer
0.02926,0.04022,0.00641,0.00317,0.04026,0.01734,0.03887,0.0151,0.03398,0.05243,0.04273,0.04198,0.01423,0.01448,0.02394,0.00317,0.02157,0.03897,0.02211,0.04534,0.02735,0.00954,0.03708,0.02247,0.01772,0.00922,0.01167,0.01949,0.05305,0.03791,0.00584,0.03805,0.01762,0.04172,0.02502,0.02981,0.02572,0.03293,0.00792,0.02061,0.03082,0.01686,0.0528,0.02891,0.03244,0.03239,0.0306,0.01308,0.02879,0.02753,0.02413,0.02702,0.02353,0.02466,0.01944,0.02902,0.01593,0.01391,0.01696,0.00437,0.03085,0.01398,0.02103,0.00902,0.00724,0.04849,0,0.02528,0.02819,0.0204,0.0205,0.03724,0.04317,0.03665,0.02122,0.0192,0.04725,0.04495,0.03723,0.03005,0.02991,0.01534,0.02738,0.01287,0.01323,0.01196,0.02716,0.00678,0.0154,0.01346,0.02314,0.02075,0.04616,0.03908,0.02833,0.01146,0.005,0.01394,0.00303,0.01364,Elk
0.00933,0.02191,0.03296,0.03253,0.06023,0.01384,0.03994,0.01567,0.0521,0.02968,0.06142,0.01887,0.00945,0.00108,0.04532,0.03253,0.03847,0.0349,0.04395,0.06768,0.0198,0.01558,0.01835,0.0349,0.01591,0.01973,0.00067,0.03402,0.02959,0.05621,0.00981,0.01363,0.03208,0.01801,0.03515,0.0242,0.0427,0.0475,0.03267,0.03048,0.02959,0.03408,0.03011,0.01021,0.01132,0.05362,0.0237,0.02932,0.04934,0.04091,0.04354,0.04502,0.00539,0.03831,0.03677,0.04816,0.00932,0.00647,0.03422,0.00483,0.01371,0.03378,0.01399,0.01925,0.02272,0.06749,0.02574,0.03969,0.04554,0.01011,0.03973,0.0138,0.06228,0.05147,0.00842,0.03561,0.02683,0.06701,0.0386,0.00985,0.01878,0.02903,0.04802,0.01032,0.01454,0.01065,0.0445,0.0111,0.02517,0.02984,0.00695,0.03892,0.06487,0.05924,0.04694,0.02966,0.01902,0,0.02348,0.00986,Elk
0.0063,0.01662,0.04936,0.05055,0.0715,0.02063,0.04613,0.02526,0.06107,0.02508,0.0696,0.01424,0.02313,0,0.05796,0.05055,0.04752,0.03931,0.05645,0.07897,0.02121,0.02271,0.01306,0.04119,0.02269,0.03082,0.00064,0.04647,0.02575,0.0675,0.01764,0.00993,0.04062,0.01272,0.04086,0.02751,0.05444,0.05734,0.04799,0.03505,0.03634,0.04622,0.02564,0,0.01241,0.06666,0.02706,0.04282,0.06086,0.05082,0.05516,0.05603,0.0109,0.04884,0.04867,0.05829,0.02057,0.00381,0.04632,0.01725,0.00967,0.04709,0.01142,0.03021,0.03205,0.07839,0.03355,0.05037,0.05674,0.01036,0.05151,0.00697,0.07298,0.05652,0.00845,0.04732,0.02139,0.0781,0.04531,0.00368,0.01286,0.03722,0.05992,0.02359,0.02478,0.02667,0.05577,0.02993,0.03222,0.04553,0.01225,0.05095,0.07508,0.07044,0.05843,0.04367,0.03346,0.01719,0.03543,0.02472,Deer
